sketching_order,is_recursive,n_vertices,beta,initialization_mode,n_active_modes,max_rel_error_mean,max_rel_error_std,mean_rel_error_mean,mean_rel_error_std,min_rel_error_mean,max_rel_error_max,max_abs_diff_mean,max_abs_diff_std,runtime_mean,runtime_std,runtime_min,runtime_max
2,false,8,1.0,random,-1,7.966541705954377,NaN,0.09954303377397489,0.20545308249893185,1.5505109547279272e-7,7.966541705954377,0.0010064740576461104,NaN,53.7720025,NaN,53.7720025,53.7720025
2,false,9,1.0,random,-1,218.4015783178878,NaN,1.396258027840366,4.521942967507695,6.9931259467646386e-6,218.4015783178878,0.021174825845744757,NaN,40.462749875,NaN,40.462749875,40.462749875
3,false,1,1.0,random,-1,0.0,NaN,0.0,0.0,1.0e-20,0.0,NaN,NaN,0.06528212610389611,NaN,0.06528212610389611,0.06528212610389611
3,false,2,1.0,random,-1,2.654806177491457e-15,NaN,6.541207513759113e-16,3.811537231853624e-16,9.21807700517867e-18,2.654806177491457e-15,4.87890977618477e-19,NaN,0.41253545184615387,NaN,0.41253545184615387,0.41253545184615387
3,false,3,1.0,random,-1,2.6830987248230234e-15,NaN,3.236175740264711e-16,3.228997621122525e-16,5.323608580998063e-18,2.6830987248230234e-15,4.2690460541616737e-19,NaN,1.8330370276666668,NaN,1.8330370276666668,1.8330370276666668
3,false,4,1.0,random,-1,2.3065526940723436e-15,NaN,2.832299345232051e-16,2.2553751528197845e-16,1.0678484694779368e-17,2.3065526940723436e-15,3.6591823321385775e-19,NaN,7.919722042,NaN,7.919722042,7.919722042
3,false,5,1.0,random,-1,1.2415889271056536e-14,NaN,4.2648915210654094e-16,5.464277625335702e-16,1.0486392965419372e-17,1.2415889271056536e-14,2.0057740190981832e-18,NaN,38.377770166,NaN,38.377770166,38.377770166
3,false,6,1.0,random,-1,1.5026637155861566e-14,NaN,6.186449284686147e-16,6.5525845930806e-16,8.616191029737137e-18,1.5026637155861566e-14,2.9544509200229996e-18,NaN,122.381395041,NaN,122.381395041,122.381395041
3,false,7,1.0,random,-1,1.1737473692546392e-14,NaN,1.453015980433237e-15,9.701662432208308e-16,2.4453070192804983e-17,1.1737473692546392e-14,1.6263032587282567e-18,NaN,241.067366583,NaN,241.067366583,241.067366583
3,false,8,1.0,random,-1,6.346266331089123,NaN,0.015879515866296982,0.08535730003830028,1.1656289220075983e-7,6.346266331089123,0.0008017722947938763,NaN,354.261725167,NaN,354.261725167,354.261725167
3,false,9,1.0,random,-1,97.90074007328734,NaN,0.30641358884856046,1.1076871654647782,4.866613729259006e-7,97.90074007328734,0.00949183214328262,NaN,462.700753166,NaN,462.700753166,462.700753166
