order_recovery,epsilon,max_rel_error,runtime
1,0.0001,2.550125586788678e25,0.0046318254337349395
1,1.0e-6,1.8318906164334178e32,0.0046318254337349395
1,3.162277660168379e-6,1.3642905316499364e31,0.0046318254337349395
1,1.0e-5,2.4948670005666186e30,0.0046318254337349395
1,3.1622776601683795e-5,8.91913529776262e26,0.0046318254337349395
1,0.00031622776601683794,2.2822083477526615e24,0.0046318254337349395
1,0.001,3.5822536566745486e21,0.0046318254337349395
1,0.0031622776601683794,2.510579836480939e19,0.0046318254337349395
1,0.010000000000000002,7.449113714082552e17,0.0046318254337349395
1,0.03162277660168379,2.535511482064062e16,0.0046318254337349395
1,0.1,5.177845583059381e13,0.0046318254337349395
1,0.31622776601683794,1.5001713296799304e11,0.0046318254337349395
2,0.0001,5.990296071608634e20,0.023768318549763034
2,1.0e-6,1.0673968297281097e32,0.023768318549763034
2,3.162277660168379e-6,9.966353067087631e26,0.023768318549763034
2,1.0e-5,2.5980409845945304e25,0.023768318549763034
2,3.1622776601683795e-5,2.5901586697728436e21,0.023768318549763034
2,0.00031622776601683794,3.3971109368879383e19,0.023768318549763034
2,0.001,8.132623291358193e17,0.023768318549763034
2,0.0031622776601683794,3.4677969193170124e16,0.023768318549763034
2,0.010000000000000002,1.1870083402192205e14,0.023768318549763034
2,0.03162277660168379,3.897581440043299e13,0.023768318549763034
2,0.1,1.5010735375182143e13,0.023768318549763034
2,0.31622776601683794,3.836022137074759e11,0.023768318549763034
4,0.0001,2.589261329887566e18,0.17380892820689656
4,1.0e-6,2.652165188491754e30,0.17380892820689656
4,3.162277660168379e-6,5.484450678973203e27,0.17380892820689656
4,1.0e-5,4.99101915872123e25,0.17380892820689656
4,3.1622776601683795e-5,3.0895970706991995e21,0.17380892820689656
4,0.00031622776601683794,1.6827850448045464e16,0.17380892820689656
4,0.001,3.5695339896395606e14,0.17380892820689656
4,0.0031622776601683794,4.372881131334156e9,0.17380892820689656
4,0.010000000000000002,3.89177600911607e9,0.17380892820689656
4,0.03162277660168379,5.880126682295329e9,0.17380892820689656
4,0.1,9.167669793368154e11,0.17380892820689656
4,0.31622776601683794,9.42499703867521e7,0.17380892820689656
6,0.0001,2.515235004417799e21,0.287268368
6,1.0e-6,2.791743277490909e31,0.287268368
6,3.162277660168379e-6,7.696203535497374e27,0.287268368
6,1.0e-5,3.695607327092395e26,0.287268368
6,3.1622776601683795e-5,1.2984932927956864e24,0.287268368
6,0.00031622776601683794,1.6848796469083632e17,0.287268368
6,0.001,2.870294659603735e14,0.287268368
6,0.0031622776601683794,1.2666266426339569e11,0.287268368
6,0.010000000000000002,2.313803795481773e6,0.287268368
6,0.03162277660168379,175.12375304236863,0.287268368
6,0.1,0.05666133654196403,0.287268368
6,0.31622776601683794,0.0002479322918405611,0.287268368
