sketching_order,is_recursive,n_vertices,n_samples,sample_exponent,beta,initialization_mode,n_active_modes,max_rel_error_mean,max_rel_error_std,mean_rel_error_mean,mean_rel_error_std,min_rel_error_mean,max_rel_error_max,max_abs_diff_mean,max_abs_diff_std,runtime_mean,runtime_std,runtime_min,runtime_max
1,false,5,1000,3.0,1.0,random,-1,8.125857684442595,NaN,0.24203149270371066,0.5788517184986962,0.00021303871808422392,8.125857684442595,138.2596088503475,NaN,0.040974236,NaN,0.040974236,0.040974236
1,false,5,3162,3.5,1.0,random,-1,1.8377000601113296,NaN,0.08405727110407678,0.1521913047970448,5.369343658452678e-6,1.8377000601113296,43.83790204863862,NaN,0.247200611,NaN,0.247200611,0.247200611
1,false,5,10000,4.0,1.0,random,-1,0.5309357861548071,NaN,0.015907334658058436,0.02494620587578437,1.8608914182288835e-7,0.5309357861548071,12.665348112445152,NaN,0.217028653,NaN,0.217028653,0.217028653
1,false,5,31623,4.5,1.0,random,-1,0.5047945042751121,NaN,0.012474658059904997,0.020025847525089065,6.34616343483178e-7,0.5047945042751121,12.041753990998316,NaN,0.693067889,NaN,0.693067889,0.693067889
1,false,5,100000,5.0,1.0,random,-1,0.401747368192641,NaN,0.006919937686916569,0.010505109352254455,1.376424591191843e-8,0.401747368192641,12.263046406142788,NaN,2.3337809306666664,NaN,2.3337809306666664,2.3337809306666664
1,false,5,316228,5.5,1.0,random,-1,0.5821288485231885,NaN,0.004927713419920954,0.009934349366518677,7.397792525534243e-9,0.5821288485231885,17.769059983913262,NaN,7.599270709,NaN,7.599270709,7.599270709
1,false,5,1000000,6.0,1.0,random,-1,0.43304747960541584,NaN,0.0037574418030877268,0.007851454208913443,1.2141893769365677e-9,0.43304747960541584,13.696731805230469,NaN,24.846050583,NaN,24.846050583,24.846050583
